"신고항목별(1)",신고항목별(2),2005,2005,2005,2005,2006,2006,2006,2006,2007,2007,2007,2007,2008,2008,2008,2008,2009,2009,2009,2009,2010,2010,2010,2010,2011,2011,2011,2011,2012,2012,2012,2012,2013,2013,2013,2013,2014,2014,2014,2014,2015,2015,2015,2015,2016,2016,2016,2016,2017,2017,2017,2017,2018,2018,2018,2018,2019,2019,2019,2019,2020,2020,2020,2020
"특별 공제",기부금,3101566,3578205,932087,1596101,3341794,4204450,1029504,2171688,3483207,4154752,1076944,2163011,3634599,4274666,1132563,2240943,3931704,4637220,1190227,2429950,4118176,4855563,1271731,2576554,4428337,5184963,1320927,2728684,4709343,5541012,1333474,2839855,4923854,5584169,1393436,2848438,334616,774671,78180,351139,102023,292862,22778,130302,41041,127412,8701,54469,16679,55315,3429,24014,6530,20414,1229,8300,2477,7375,385,2870,924,3118,123,1266
"특별 공제",혼인ㆍ이사ㆍ장례비,130465,141367,-,-,136311,148662,-,-,142541,155849,-,-,132201,142596,-,-,**,**,**,**,**,**,**,**,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"표준공제",소계,2177350,1778015,18383,18383,2257370,1847968,6256,6256,2928005,2468765,5754,5754,2948815,2485443,6478,6472,3216446,2776694,7051,7050,3469996,3029429,5230,5228,3621697,3179496,4731,4728,3732630,3308337,5041,5026,3821965,3398470,5615,5605,**,**,**,**,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"조특법상 소득공제",소계,-,9232022,-,2859492,5262059,10532188,1161091,3852944,5913024,12730167,1239859,4536749,6401470,19221908,1300990,6293506,6614561,19638439,1322145,6446629,6809854,17488448,1376154,5442613,7248810,19784806,1416310,6131362,7766045,22180132,1433853,6426202,7808759,17398903,1319690,3783483,8429675,20124578,1341595,3981493,8749152,21652842,1383946,4163124,9273311,23075161,1415242,4316241,9841861,24990274,1445902,4445837,10433595,26477496,1482842,4258445,10999765,28395298,1529080,4469273,11265151,37684552,1502222,5156680
"조특법상 소득공제",개인연금저축 소득공제,871647,409454,437330,223000,752806,353162,423760,215732,630380,299597,372795,190407,574452,281324,346622,182759,503283,239651,315573,162721,446245,215103,299088,155707,375752,188478,263077,140908,343079,174837,242797,132023,354473,187920,234300,130344,328046,173099,221721,122712,296070,155702,206018,114286,261498,140072,184902,104715,240798,130199,173038,98445,221294,121063,161496,93039,205195,112471,150253,87252,187018,102880,136813,79777
"조특법상 소득공제",연금저축 소득공제,723660,1218075,297117,585177,995096,1994077,459106,1085078,1305714,2764420,596200,1450691,1518064,3236059,667285,1637799,1698839,3655487,729000,1816411,1891086,4177145,823429,2066268,2176857,5422422,910119,2697643,2373093,6105900,955042,2932747,**,**,**,**,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"조특법상 소득공제",소기업 소상공인 공제,-,-,-,-,-,-,-,-,537,498,189,205,2228,4080,896,1758,4390,8454,2064,4132,5705,13650,2522,6649,12094,25495,5390,12726,25038,43746,10791,21989,40526,76822,17780,38617,51022,114672,22110,55600,68845,151891,29125,72690,76743,177231,29551,76666,90517,193201,32575,70795,105727,232149,35583,75475,112669,251836,36369,77436,122030,274362,36590,77287
"조특법상 소득공제",주택마련저축,-,-,-,-,-,-,-,-,-,-,-,-,1397029,1542492,358644,632466,1367559,1548634,358009,637355,1130193,1205253,268841,427661,975589,943519,212423,311606,890376,820999,182505,253386,545223,201007,81345,32760,570178,212343,83428,34152,616578,280794,76419,31793,637508,293766,68769,28471,685372,307008,63013,25783,694423,303978,990,506,784460,332608,764,380,928382,407324,633,311
"조특법상 소득공제",투자조합출자 소득공제,2180,11054,866,7123,2321,13877,1225,11757,2098,10662,1018,9093,1369,5181,637,4114,967,3841,450,3259,778,2520,385,2069,594,2124,317,1735,636,2817,289,2284,870,6279,456,5123,1295,13372,644,11045,1880,31688,1165,26706,3576,51208,2155,41548,5267,68279,3237,55035,11059,138555,7118,114137,22460,207868,13242,169554,23074,257110,13561,214756
"조특법상 소득공제",신용카드 소득공제,4410349,7422300,904527,1947369,5055503,7894799,1068127,2356367,5704731,9401010,1145039,2710242,6072779,13952687,1171874,3693455,6253955,13839775,1178649,3616919,6305853,11563159,1147073,2591635,6739692,12828035,1183177,2748435,7246023,14886974,1196309,2993274,7645693,16642766,1230475,3356780,8252634,19194108,1253415,3534785,8564504,20647425,1296474,3735041,9102086,22011216,1334306,3873310,9677324,23934573,1368400,3998618,10277093,25260929,1415917,3749742,10840455,27108217,1462759,3912336,11073656,36158855,1425512,4477090
"조특법상 소득공제",우리사주조합소득공제,59390,171139,33147,96823,82456,276273,52109,184010,78454,253980,50798,176111,61264,189717,39699,134499,71406,224442,40545,141545,66650,197216,39437,128086,98235,323318,54882,188503,49721,132481,28207,83421,83972,283810,60806,219819,102858,350403,62198,221955,89058,284495,53534,180931,91197,304706,55380,189578,84099,267247,57468,194776,106214,334845,67258,223391,105068,309183,69738,220279,133964,423589,90931,306145
"조특법상 소득공제",우리사주조합기부금,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3314,1559,667,502,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"조특법상 소득공제",장기주식형저축소득공제,-,-,-,-,-,-,-,-,-,-,-,-,49285,10368,23769,6656,250050,112998,100370,63565,211901,114256,92630,64521,177716,51200,82240,29799,104202,12162,48226,7074,**,**,**,**,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"조특법상 소득공제",고용유지 중소기업근로자,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,88,146,6,18,93,215,5,7,145,217,4,4,204,299,9,39,207,275,7,21,65,239,5,9,101,165,4,5,90,214,1,10,71,200,7,29,166,433,11,77,678,1246,22,76
"조특법상 소득공제",목돈 안드는 전세 이자상환액,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,347,300,22,27,376,335,38,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"조특법상 소득공제",장기집합투자증권저축,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,125408,64447,727,694,142952,100275,1404,1622,117176,96797,1586,1948,102681,89553,1950,2375,94025,85777,1737,2126,80836,72681,1654,1958,64686,59186,1046,1237
"소득공제 종합한도 초과액",소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10267,46378,8002,40038,168,3831,158,3794,493,9852,454,9753,686,14147,627,13930,844,17663,730,17248,2112,39286,1869,38215,387,10219,353,10070,409,9020,372,8870
"과세표준",소계,6106693,83519796,1190303,47079350,6620551,95466197,1262114,52050737,7748670,112032208,1336514,60234685,7981000,118047914,1402908,64767523,8541168,121318165,1427356,65037285,9244424,144657391,1516493,78315021,9934987,161840405,1553061,85472370,10612293,179224954,1575916,91197664,11238611,197275553,1635340,98802719,14190353,277643360,1668662,121267821,14878641,299607449,1733298,130675042,15419516,320805519,1773981,137872552,15785463,346815582,1800541,147711397,16470280,374870237,1857766,156613529,17102113,398689340,1916691,163069359,17317094,409420579,1949488,171182920
"산출세액",소계,6101351,11756958,1190303,8198568,6615278,13747260,1262092,9320461,7745865,16585854,1336514,11214415,7976378,16714787,1402893,11496640,8537077,15262726,1427337,10765629,9241092,18293612,1516491,12959666,9931845,20756570,1553053,14475933,10609567,23202960,1575909,15764900,11236662,25824632,1635337,17342179,14189910,36918932,1668662,22633092,14877737,40417739,1733298,24747497,15418995,43661730,1773981,26532478,15785247,48464050,1800541,29529737,16470093,52688584,1857766,31744000,17101916,56031187,1916691,33301597,17316885,58748637,1949488,35675445
"세액공제",소계,-,1964830,-,639380,6614029,2166848,1261573,672138,7744018,2455935,1335920,716337,7973038,2512048,1401213,763680,8533081,2384431,1424930,775697,9234075,2666699,1510769,823648,9924404,2920706,1546668,846408,10561963,3188012,1569152,864248,11071591,3414885,1627992,900928,14004320,11274405,1660669,3148274,14784785,11932224,1725149,3301174,15400655,12620515,1765995,3403301,15776437,13429687,1794266,3601805,16462143,13776745,1852728,3514751,17097289,14152712,1913485,3514683,17312741,13793692,1946535,3393613
"세액공제",근로소득세액공제,6100203,1906707,1189671,594829,6614029,2106686,1261573,627808,7744018,2390033,1335920,665057,7973038,2427166,1401213,696035,8533081,2295564,1424930,702808,9234075,2576482,1510769,750216,9924404,2830430,1546668,769470,10561955,3089889,1569152,782004,11071566,3310605,1627992,812087,14004318,5406693,1660669,855870,14784780,5707011,1725149,866636,15400650,6081300,1765995,885351,15776431,6440247,1794266,898861,16462139,6771011,1852728,927633,17097287,7195585,1913485,957707,17312734,7207486,1946535,973795
"세액공제",자녀세액공제,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3724170,956981,989882,289580,3748408,987007,1007736,293576,3752153,987094,1009522,291327,3734969,991610,999687,289489,3704943,925189,1002377,275061,2847948,661963,871229,219454,2786830,642611,857829,213827
"세액공제",연금계좌세액공제(공제대상),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2379427,6143771,1014849,3187022,2451219,6639980,1071207,3725207,2390853,6694284,1067457,3745647,2505823,6993989,1088479,3861660,2566462,7319554,1104657,4032071,2650647,7669666,1118118,4184029,2743569,8469136,1139160,4606332
"세액공제",연금계좌세액공제(공제세액),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2379427,789826,1014849,382618,2449982,841801,1071191,447161,2390049,846372,1067439,449582,2505823,881560,1088479,463470,2566462,920933,1104657,483905,2650647,965255,1118118,502131,2743569,1064416,1139160,552792
"세액공제",보험료세액공제(공제대상),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7695994,6966652,1576541,1521904,8135106,7435522,1637089,1586345,8693414,7961215,1681816,1633211,9218571,8437747,1708845,1659195,9817502,8897356,1763669,1710135,10539704,9564877,1821418,1770181,10945304,9924375,1852668,1806190
"세액공제",보험료세액공제(공제세액),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7695994,836419,1576541,182764,8135106,892808,1637089,190519,8693414,955880,1681816,196126,9218571,1013052,1708845,199226,9817502,1068087,1763669,205319,10539704,1148436,1821418,212589,10945304,1191779,1852668,216969
"세액공제",의료비세액공제(공제대상),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2832187,5716482,642612,2209981,2960600,6083432,657426,2304478,3270584,6955083,703830,2589937,3491306,5638919,715246,2021638,3947177,9357544,737343,2860239,4132947,9657446,748096,2915033,3648041,8717351,638069,2423744
"세액공제",의료비세액공제(공제세액),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2832187,857473,642612,331497,2960600,912515,657426,345672,3270584,1043263,703830,388491,3491306,1127784,715246,404328,3658486,1208670,737235,428590,3883063,1263165,748001,437000,3394846,1039664,637960,363055
"세액공제",교육비세액공제(공제대상),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2492202,7452304,994736,4075971,2541984,7523091,1009036,4096915,2595098,7634394,1017989,4120202,2987053,8091686,1041258,4086896,3053765,8018142,1053397,4001592,3169186,7802699,1062945,3829936,2552922,5991058,837952,3051896
"세액공제",교육비세액공제(공제세액),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2492202,1117846,994736,611396,2541984,1128464,1009036,614537,2595098,1145159,1017989,618030,2987053,1213753,1041258,613034,3053765,1202721,1053397,600239,3169186,1170405,1062945,574490,2552922,898659,837952,457784
"세액공제",기부금세액공제(공제대상),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4152426,4372419,1400432,2418864,4412626,5115485,1449751,2774411,4593851,5506582,1477718,2947708,4802115,5726216,1492387,2968028,5011068,5986447,1523769,3026609,5299579,6259202,1551700,3069095,5546222,6266408,1583288,3045552
"세액공제",기부금세액공제(공제세액),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4152442,683661,1400432,382907,4412624,788302,1449751,430361,4593851,853064,1477718,461399,4802115,887848,1492387,464979,5011068,932949,1523769,480571,5299579,988364,1551700,502872,5546222,998326,1583288,506351
"세액공제",표준세액공제,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4877265,469994,5773,750,5268719,504669,5581,724,5336727,526302,5207,676,5154995,520914,5053,656,5194141,525069,4303,558,5180788,522897,4996,648,4975434,495007,4633,601
"세액공제",납세조합공제,9713,2145,2981,1864,11325,2504,3268,2057,9388,3820,3288,3254,10475,4302,5166,3812,12150,4759,6622,4316,12336,4456,5833,3857,11476,3901,5688,3241,11508,4714,5692,4052,10668,4523,5117,3943,10092,7804,5059,6966,13308,8739,7188,7870,10814,8808,5513,7964,10425,37209,5660,36460,9099,11301,4812,10567,10100,4822,5462,4396,10936,7429,6371,7020
"세액공제",주택차입금세액공제,8136,2079,2034,674,6839,1898,2017,705,6488,2282,2004,939,5921,2037,1466,810,4826,1414,1138,581,5878,1834,1124,653,4328,1359,785,465,3689,1113,593,298,2819,817,442,225,4534,1770,614,460,4389,1785,783,516,2875,1204,350,280,2532,1163,261,239,2435,1210,222,215,2281,1214,187,222,1936,923,146,167
"세액공제",기부 정치자금 세액공제,228155,21181,104326,10126,305912,27992,155445,14988,298456,25047,145729,12862,373935,31325,187081,16448,349137,29290,170070,15071,349123,29088,165994,14673,259147,21532,120579,10601,309609,25507,134564,11777,280761,23432,116130,10233,**,**,**,**,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"세액공제",외국납부세액공제,10062,32718,6049,31887,18521,27768,8646,26580,6241,34753,5081,34225,6764,47218,5815,46575,7363,53404,6451,52922,7976,54839,6961,54249,8973,63483,7868,62631,9615,66789,8425,66115,10991,75508,9428,74440,12117,104445,10515,102849,12448,104899,10873,103495,11458,105382,10006,104014,10027,232441,8757,231005,10609,103952,9020,102049,10513,105849,8553,103130,9132,103362,7375,101222
"세액공제",월세액세액공제(공제대상),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,162484,414925,1613,6182,204873,542227,293,1055,244763,666875,184,607,293694,820990,137,515,339762,910511,116,432,400265,1073406,99,406,537064,1239197,83,276
"세액공제",월세액세액공제(공제세액),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,162484,41492,1613,618,204873,54223,293,106,244763,66687,184,61,293694,82099,137,52,339762,105653,116,45,400265,124757,99,43,537064,144030,83,29
"세액감면",소계,-,13925,-,13352,2116,14034,785,12649,3161,16123,884,14170,3430,20594,1107,19087,3721,26438,1437,25101,3511,40638,1408,38219,4158,33996,1370,31108,63644,43737,1288,23595,186023,122442,1379,20994,310126,246732,1703,19709,383126,232671,1683,18977,395249,187361,1207,7784,399081,197568,1247,5093,783969,604073,3614,7141,953203,777391,5084,9370,992216,790885,6314,11244
"세액감면",소득세법상 세액감면,267,335,26,257,214,309,20,219,296,518,19,402,450,854,26,637,491,1463,93,1291,541,774,43,495,607,1649,45,1419,409,539,23,375,279,642,22,442,242,446,10,262,91,52,3,1,167,95,-,-,95,64,-,-,65,49,-,-,63,45,-,-,66,62,1,-
"세액감면",조특법상 기타 세액감면,1618,13590,864,13095,1902,13725,765,12430,2868,15605,865,13768,2980,19740,1081,18450,3270,24975,1350,23809,2974,39864,1365,37725,3553,32347,1325,29689,61801,41250,1167,22455,184038,119353,1278,19707,4246,17003,1079,14261,1379,10662,822,10012,501,2636,270,2406,117,789,57,743,128,691,42,616,11944,2237,207,813,16378,3224,443,1028
"세액감면",조특법상중소기업취업 세액감면,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,304401,226494,518,4239,380282,219279,763,7881,393299,181670,839,4151,397311,193449,1094,3036,782234,600099,3496,5299,943665,771537,4781,6987,979875,783917,5773,8434
"세액감면",조세조약상세액감면,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1458,1949,100,766,1714,2447,80,845,1813,2789,99,947,1404,2677,95,1083,1308,2960,98,1227,1569,3267,96,1314,1552,3235,76,1226,1660,3571,98,1570,1479,3683,102,1782
"결정세액",소계,6087750,9778203,1188687,7545836,6600861,11566378,1260543,8635674,7732366,14113796,1334818,10483908,7959515,14182145,1400911,10713873,8516817,12851857,1424472,9964831,9221497,15586275,1513952,12097799,9917982,17801868,1550760,13598416,10536808,19971211,1573488,14877057,11054506,22287305,1632654,16420256,8663243,25397795,1660706,19465109,9229164,28252845,1726830,21427347,9998156,30853854,1767957,23121394,10614732,34836794,1795614,25922839,11358784,38307766,1853444,28222108,12112622,41101084,1912767,29777545,12240163,44164060,1946070,32270588
"기납부 세액",소계,8255712,13687447,1186225,9343825,8798923,14697658,1261236,9965080,9784261,16940805,1334330,11494202,10526433,17963167,1402034,12205782,11028162,16595026,1426526,11517002,11818263,18939414,1514594,13438690,12523540,21598549,1551222,15101416,12844549,23215717,1574238,15969074,12945749,25122943,1633547,17395220,13299122,28216081,1665915,19626580,14024155,31461185,1730356,21775120,14473310,34545830,1767720,23591581,14848644,38606620,1797182,26204583,15549071,42574228,1854201,28558271,16145922,45592858,1912958,30243722,16499651,49452092,1945501,32889170
"납부특례세액",소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,701,2573,41,2298,329,380,28,254,302,4597,93,4487,298,11912,153,11823,223,8579,107,8520,156,10875,66,10845,319,17414,160,17297
"환급세액",소계,7010952,4554981,870949,2317434,7433034,3841074,1003292,1840817,7810296,3928696,996921,1799541,8775694,4584552,1081562,2038589,9310215,-4544111,1135698,-2127942,9665351,4315574,1143154,2006107,10152709,4888754,1134204,2234154,9898750,4668103,1060392,2012599,9384119,4533935,1053862,1994654,10881356,4913309,987997,1658600,11404903,5390964,1017160,1856117,11833127,6038804,1079418,2077578,12003526,6577047,1118574,2236622,12508569,7243074,1139135,2351045,12839616,7715411,1187559,2603997,13455055,8551507,1217594,2837198
"납부할세액",소계,1454018,645737,318068,519445,1608720,709794,258477,511411,2449854,1101687,339286,789247,2181546,803547,317706,546683,2277037,800938,288754,575775,2721824,962430,357739,665219,2935160,1092067,379159,731157,3547690,1423586,472129,920583,4331268,1698285,520712,1019693,2657476,2092453,631482,1494832,2843498,2182247,643153,1508091,3001161,2342238,612109,1602905,3219519,2795318,599444,1943056,3513727,2968043,642867,2006364,3808972,3212770,658942,2126975,3511258,3246074,636809,2201321
